LOT,ID,TYPE,CRITIQUE_ARGENT,FR_ACTUEL,VARIABLES,VARIABLES_IMPLICITES,FR_STT_VARIANTS,DIOULA,DIOULA_VARIANTES_STT,VALIDE_PAR,STATUT,NOTES_MANUS,NOTES_CLAUDE
2-DECOR,CORE_ACK_06,TTS_OUTPUT,non,"C'est noté, ta vente est bien enregistrée.",,,,,,,A_TRADUIRE,,"Script à enregistrer — moment : Validation vente finale. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CORE_ACK_07,TTS_OUTPUT,non,"D'accord, j'annule. Pas de souci.",,,,,,,A_TRADUIRE,,"Script à enregistrer — moment : Annulation vente. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CORE_ERR_01,TTS_OUTPUT,non,"Je n'ai pas bien compris. Redis-moi ça autrement, s'il te plaît.",,,,,,,A_TRADUIRE,,"Script à enregistrer — moment : Non compris. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CORE_ERR_02,TTS_OUTPUT,non,"Je n'ai rien entendu. Réessaie, parle un peu plus fort.",,,,,,,A_TRADUIRE,,"Script à enregistrer — moment : Rien entendu. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CORE_ERR_04,TTS_OUTPUT,non,"Touche Oui ou Non à l'écran, s'il te plaît.",,,,,,,A_TRADUIRE,,"Script à enregistrer — moment : Rappel écran. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CORE_SYS_01,TTS_OUTPUT,non,"Je prépare ta voix, un petit instant.",,,,,,,A_TRADUIRE,,"Script à enregistrer — moment : Préparation moteur. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CORE_SYS_02,TTS_OUTPUT,non,Je n'ai pas réussi à préparer ta voix. Vérifie le réseau et réessaie.,,,,,,,A_TRADUIRE,,"Script à enregistrer — moment : Erreur réseau moteur. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CORE_WAIT_01,TTS_OUTPUT,non,Je réfléchis...,,,,,,,A_TRADUIRE,,"Script à enregistrer — moment : Phrase d'attente. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CORE_WAIT_02,TTS_OUTPUT,non,Un instant...,,,,,,,A_TRADUIRE,,"Script à enregistrer — moment : Phrase d'attente. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CORE_WAIT_03,TTS_OUTPUT,non,Je vois ça...,,,,,,,A_TRADUIRE,,"Script à enregistrer — moment : Phrase d'attente. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CORE_WAIT_04,TTS_OUTPUT,non,Je m'en occupe...,,,,,,,A_TRADUIRE,,"Script à enregistrer — moment : Phrase d'attente. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CORE_WAIT_05,TTS_OUTPUT,non,Je calcule ça...,,,,,,,A_TRADUIRE,,"Script à enregistrer — moment : Phrase d'attente calcul. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CORE_WAIT_06,TTS_OUTPUT,non,Je note ta vente...,,,,,,,A_TRADUIRE,,"Script à enregistrer — moment : Phrase d'attente vente. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CORE_WAIT_07,TTS_OUTPUT,non,Laisse-moi réessayer...,,,,,,,A_TRADUIRE,,"Script à enregistrer — moment : Phrase d'attente réessai. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,CREDIT_004,TTS_OUTPUT,non,Dis-moi d'abord le nom du client.,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,DEPENSE_003,TTS_OUTPUT,non,Tu n'as pas encore de dépense aujourd'hui.,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,GUIDAGE_001,TTS_OUTPUT,non,J'ai remarqué que tu préfères me parler. Veux-tu que Julaba s'adapte ?,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,GUIDAGE_002,TTS_OUTPUT,non,J'ai remarqué que tu préfères le clavier. Veux-tu que Julaba s'adapte ?,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,INTRO_ACCUEIL,TTS_OUTPUT,non,"Bonjour ! Moi, c'est Tata Nanti Lou. Je serai avec toi pour vendre, compter ton argent et faire grandir ton commerce. Beaucoup de commerçantes travaillent déjà avec moi. Maintenant, c'est ton tour. On commence ?",,,,,,,A_TRADUIRE,,"Clip d'onboarding ; le texte est le filet si le .mp3 manque (docs/CLIPS-VOIX-A-ENREGISTRER.md). — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,INTRO_BRAVO,TTS_OUTPUT,non,Bravo ! Nous sommes prêtes. Ouvrons ta boutique.,,,,,,,A_TRADUIRE,,"Clip d'onboarding ; le texte est le filet si le .mp3 manque (docs/CLIPS-VOIX-A-ENREGISTRER.md). — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,INTRO_HISTOIRE1,TTS_OUTPUT,non,Je serai avec toi chaque jour dans ton commerce. On est ensemble.,,,,,,,A_TRADUIRE,,"Clip d'onboarding ; le texte est le filet si le .mp3 manque (docs/CLIPS-VOIX-A-ENREGISTRER.md). — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,INTRO_HISTOIRE2,TTS_OUTPUT,non,Tu vends. J'enregistre. Je compte. Tu sais toujours combien tu gagnes.,,,,,,,A_TRADUIRE,,"Clip d'onboarding ; le texte est le filet si le .mp3 manque (docs/CLIPS-VOIX-A-ENREGISTRER.md). — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,INTRO_HISTOIRE3,TTS_OUTPUT,non,"Tu peux me parler, ou utiliser le clavier. C'est toi qui décides.",,,,,,,A_TRADUIRE,,"Clip d'onboarding ; le texte est le filet si le .mp3 manque (docs/CLIPS-VOIX-A-ENREGISTRER.md). — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,INTRO_HISTOIRE4,TTS_OUTPUT,non,Tout est prêt. Ouvrons ta boutique.,,,,,,,A_TRADUIRE,,"Clip d'onboarding ; le texte est le filet si le .mp3 manque (docs/CLIPS-VOIX-A-ENREGISTRER.md). — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,INTRO_MODE,TTS_OUTPUT,non,"Comment préfères-tu travailler avec moi ? Le plus simple : laisse-moi choisir, je m'adapte à toi. Sinon : je sais lire et écrire, ou je lis un peu, ou je préfère parler. Il n'y a pas de mauvais choix.",,,,,,,A_TRADUIRE,,"Clip d'onboarding ; le texte est le filet si le .mp3 manque (docs/CLIPS-VOIX-A-ENREGISTRER.md). — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,INTRO_RETOUR,TTS_OUTPUT,non,Re-bonjour ! On y va.,,,,,,,A_TRADUIRE,,"Clip d'onboarding ; le texte est le filet si le .mp3 manque (docs/CLIPS-VOIX-A-ENREGISTRER.md). — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,INTRO_VOIXINSTALL,TTS_OUTPUT,non,"Pour que je puisse t'écouter et te parler partout, même sans réseau : ta voix est déjà dans l'application, je la vérifie, c'est tout. Rien à télécharger.",,,,,,,A_TRADUIRE,,"Clip d'onboarding ; le texte est le filet si le .mp3 manque (docs/CLIPS-VOIX-A-ENREGISTRER.md). — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,MARCHAND_003,TTS_OUTPUT,non,Mode soleil : tout est plus grand.,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,MARCHAND_004,TTS_OUTPUT,non,Mode normal.,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,MARCHAND_011,TTS_OUTPUT,non,Erreur : {message},message,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,MARCHAND_012,TTS_OUTPUT,non,Tu as reçu le pot de la tontine,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,MARCHAND_013,TTS_OUTPUT,non,"Cotisation enregistrée, le pot a été distribué",,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,MARCHAND_014,TTS_OUTPUT,non,Cotisation enregistrée,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,MARCHAND_015,TTS_OUTPUT,non,Tontine créée. Chaque membre peut maintenant cotiser.,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,MARCHAND_016,TTS_OUTPUT,non,Je n'ai pas pu annuler cette vente.,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,MARCHAND_019,TTS_OUTPUT,non,Tu n'as pas encore de vente.,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,MARCHAND_022,TTS_OUTPUT,non,Veux-tu vraiment annuler cette vente ? Le stock sera rendu.,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,MARCHAND_023,TTS_OUTPUT,non,Vente annulée. Le stock a été rendu.,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,MARCHAND_024,TTS_OUTPUT,non,"Félicitations ! Tu as atteint 50% de ton objectif. Continue ma chère, tu es sur la bonne voie !",,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,MARCHAND_026,TTS_OUTPUT,non,Incroyable ! Tu as atteint ton objectif du jour ! Tu es trop forte ma chère !,,,,,,,A_TRADUIRE,,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,MARCHAND_028,TTS_OUTPUT,non,Tes montants sont cachés.,,,,,,,A_TRADUIRE,,"Lot A2 de la récupération du design : même geste que STOCK_037, côté dépenses. Ne cite aucun montant. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,MARCHAND_029,TTS_OUTPUT,non,Contre-offre acceptée.,,,,,,,A_TRADUIRE,,"Variante MASQUÉE de MARCHAND_010 (récupération du design Manus, montants privés) : quand la marchande a caché ses montants, l'acceptation se dit mais le prix ne se prononce plus devant la cliente. Ne cite aucun montant. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,NUM_0,TTS_OUTPUT,non,Zéro,,,,,,,A_TRADUIRE,,"Script à enregistrer — moment : Chiffre 0. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,NUM_1,TTS_OUTPUT,non,Un,,,,,,,A_TRADUIRE,,"Script à enregistrer — moment : Chiffre 1. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,NUM_2,TTS_OUTPUT,non,Deux,,,,,,,A_TRADUIRE,,"Script à enregistrer — moment : Chiffre 2. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,NUM_3,TTS_OUTPUT,non,Trois,,,,,,,A_TRADUIRE,,"Script à enregistrer — moment : Chiffre 3. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,NUM_4,TTS_OUTPUT,non,Quatre,,,,,,,A_TRADUIRE,,"Script à enregistrer — moment : Chiffre 4. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,NUM_5,TTS_OUTPUT,non,Cinq,,,,,,,A_TRADUIRE,,"Script à enregistrer — moment : Chiffre 5. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,NUM_6,TTS_OUTPUT,non,Six,,,,,,,A_TRADUIRE,,"Script à enregistrer — moment : Chiffre 6. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
2-DECOR,NUM_7,TTS_OUTPUT,non,Sept,,,,,,,A_TRADUIRE,,"Script à enregistrer — moment : Chiffre 7. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
